1,2,1000,1000,1000,1000,1000,1000
2,3,1200,1400,1400,1000,1200,1400
3,4,1200,1400,1600,1200,1400,1400
4,5,1200,1400,1600,1200,1400,1600
5,6,1400,1600,1800,1200,1400,1600
6,7,1400,1600,1800,1200,1600,1800
7,8,1400,1600,2000,1400,1600,1800
8,9,1600,1800,2000,1400,1600,1800
9,10,1600,1800,2200,1400,1800,2000
10,11,1800,2000,2200,1600,1800,2000
11,12,1800,2200,2400,1600,2000,2200
12,13,2000,2200,2600,1600,2000,2200
13,14,2000,2400,2800,1800,2000,2400
14,15,2200,2600,3000,1800,2000,2400
15,16,2400,2800,3200,1800,2000,2400
16,17,2400,2800,3200,1800,2000,2400
17,18,2400,2800,3200,1800,2000,2400
18,19,2600,2800,3000,2000,2200,2400
19,20,2400,2800,3000,2000,2200,2400
20,21,2400,2800,3000,2000,2200,2400
21,22,2400,2600,3000,1800,2000,2400
22,23,2400,2600,3000,1800,2000,2400
23,24,2400,2600,3000,1800,2000,2400
24,25,2400,2600,3000,1800,2000,2400
25,26,2400,2600,3000,1800,2000,2400
26,27,2400,2600,3000,1800,2000,2200
27,28,2400,2600,3000,1800,2000,2200
28,29,2400,2600,3000,1800,2000,2200
29,30,2400,2600,3000,1800,2000,2200
30,31,2400,2600,3000,1800,2000,2200
31,32,2400,2600,2800,1800,2000,2200
32,33,2400,2600,2800,1800,2000,2200
33,34,2400,2600,2800,1800,2000,2200
34,35,2400,2600,2800,1800,2000,2200
35,36,2400,2600,2800,1800,2000,2200
36,37,2200,2600,2800,1800,2000,2200
37,38,2200,2600,2800,1800,2000,2200
38,39,2200,2600,2800,1800,2000,2200
39,40,2200,2600,2800,1800,2000,2200
40,41,2200,2600,2800,1800,2000,2200
41,42,2200,2400,2800,1800,2000,2200
42,43,2200,2400,2800,1800,2000,2200
43,44,2200,2400,2800,1800,2000,2200
44,45,2200,2400,2800,1800,2000,2200
45,46,2200,2400,2800,1800,2000,2200
46,47,2200,2400,2800,1600,1800,2200
47,48,2200,2400,2800,1600,1800,2200
48,49,2200,2400,2800,1600,1800,2200
49,50,2200,2400,2800,1600,1800,2200
50,51,2200,2400,2800,1600,1800,2200
51,52,2200,2400,2600,1600,1800,2200
52,53,2200,2400,2600,1600,1800,2200
53,54,2200,2400,2600,1600,1800,2200
54,55,2200,2400,2600,1600,1800,2200
55,56,2200,2400,2600,1600,1800,2200
56,57,2000,2400,2600,1600,1800,2000
57,58,2000,2400,2600,1600,1800,2000
58,59,2000,2400,2600,1600,1800,2000
59,60,2000,2400,2600,1600,1800,2000
60,61,2000,2400,2600,1600,1800,2000
61,62,2000,2200,2600,1600,1800,2000
62,63,2000,2200,2600,1600,1800,2000
63,64,2000,2200,2600,1600,1800,2000
64,65,2000,2200,2600,1600,1800,2000
65,66,2000,2200,2600,1600,1800,2000
66,67,2000,2200,2600,1600,1800,2000
67,68,2000,2200,2600,1600,1800,2000
68,69,2000,2200,2600,1600,1800,2000
69,70,2000,2200,2600,1600,1800,2000
70,71,2000,2200,2600,1600,1800,2000
71,76,2000,2200,2400,1600,1800,2000
72,77,2000,2200,2400,1600,1800,2000
73,78,2000,2200,2400,1600,1800,2000
74,79,2000,2200,2400,1600,1800,2000
75,80,2000,2200,2400,1600,1800,2000
76,81,2000,2200,2400,1600,1800,2000
77,82,2000,2200,2400,1600,1800,2000
78,83,2000,2200,2400,1600,1800,2000
79,84,2000,2200,2400,1600,1800,2000
80,85,2000,2200,2400,1600,1800,2000
81,86,2000,2200,2400,1600,1800,2000
82,87,2000,2200,2400,1600,1800,2000
83,88,2000,2200,2400,1600,1800,2000
84,89,2000,2200,2400,1600,1800,2000
85,90,2000,2200,2400,1600,1800,2000
86,91,2000,2200,2400,1600,1800,2000
87,92,2000,2200,2400,1600,1800,2000
88,93,2000,2200,2400,1600,1800,2000
89,94,2000,2200,2400,1600,1800,2000
90,95,2000,2200,2400,1600,1800,2000
91,96,2000,2200,2400,1600,1800,2000
92,97,2000,2200,2400,1600,1800,2000
93,98,2000,2200,2400,1600,1800,2000
94,99,2000,2200,2400,1600,1800,2000
95,100,2000,2200,2400,1600,1800,2000
96,101,2000,2200,2400,1600,1800,2000
97,102,2000,2200,2400,1600,1800,2000
98,103,2000,2200,2400,1600,1800,2000
99,104,2000,2200,2400,1600,1800,2000
100,105,2000,2200,2400,1600,1800,2000
101,106,2000,2200,2400,1600,1800,2000
102,107,2000,2200,2400,1600,1800,2000
103,108,2000,2200,2400,1600,1800,2000
104,109,2000,2200,2400,1600,1800,2000
105,110,2000,2200,2400,1600,1800,2000
